name,row,anio,entidad_universitaria,programa_educativo_vigente,total
422 PE que requieren PP-1 - 2023 - CUCEA,1,2023,CUCEA,Licenciatura en Administración,1
422 PE que requieren PP-2 - 2023 - CUCEA,2,2023,CUCEA,Licenciatura en Administración Financiera y Sistemas,1
422 PE que requieren PP-3 - 2023 - CUCEA,3,2023,CUCEA,Licenciatura en Administración Gubernamental y Políticas Públicas,1
422 PE que requieren PP-4 - 2023 - CUCEA,4,2023,CUCEA,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-5 - 2023 - CUCEA,5,2023,CUCEA,Licenciatura en Economía,1
422 PE que requieren PP-6 - 2023 - CUCEA,6,2023,CUCEA,Licenciatura en Gestión de Negocios Gastronómicos,1
422 PE que requieren PP-7 - 2023 - CUCEA,7,2023,CUCEA,Licenciatura en Gestión y Economía Ambiental,1
422 PE que requieren PP-8 - 2023 - CUCEA,8,2023,CUCEA,Licenciatura en Mercadotecnia,1
422 PE que requieren PP-9 - 2023 - CUCEA,9,2023,CUCEA,Licenciatura en Negocios Internacionales,1
422 PE que requieren PP-10 - 2023 - CUCEA,10,2023,CUCEA,Licenciatura en Recursos Humanos,1
422 PE que requieren PP-11 - 2023 - CUCEA,11,2023,CUCEA,Licenciatura en Relaciones Públicas y Comunicación,1
422 PE que requieren PP-12 - 2023 - CUCEA,12,2023,CUCEA,Licenciatura en Tecnologías de la Información,1
422 PE que requieren PP-13 - 2023 - CUCEA,13,2023,CUCEA,Licenciatura en Turismo,1
422 PE que requieren PP-14 - 2023 - CUCEA,14,2023,CUCEA,Ingeniería en Negocios,1
422 PE que requieren PP-15 - 2023 - CUCEA,15,2023,CUCEA,Técnico Superior Universitario en Gestión Hotelera,1
422 PE que requieren PP-16 - 2023 - CUCEA,16,2023,CUCEA,Técnico Superior Universitario en Redes y Telecomunicaciones,1
422 PE que requieren PP-17 - 2023 - CUCEA,17,2023,CUCEA,Técnico Superior Universitario en Tecnologías de la Información,1
422 PE que requieren PP-18 - 2023 - CUCEI,18,2023,CUCEI,Ingeniería Civil,1
422 PE que requieren PP-19 - 2023 - CUCEI,19,2023,CUCEI,Licenciatura en Ingeniería en Alimentos y Biotecnología,1
422 PE que requieren PP-20 - 2023 - CUCEI,20,2023,CUCEI,Ingeniería en Computación,1
422 PE que requieren PP-21 - 2023 - CUCEI,21,2023,CUCEI,Ingeniería en Logística y Transporte,1
422 PE que requieren PP-22 - 2023 - CUCEI,22,2023,CUCEI,Ingeniería Industrial,1
422 PE que requieren PP-23 - 2023 - CUCEI,23,2023,CUCEI,Ingeniería Informática,1
422 PE que requieren PP-24 - 2023 - CUCEI,24,2023,CUCEI,Ingeniería Mecánica Eléctrica,1
422 PE que requieren PP-25 - 2023 - CUCEI,25,2023,CUCEI,Ingeniería Química,1
422 PE que requieren PP-26 - 2023 - CUCEI,26,2023,CUCEI,Ingeniería en Topografía Geomática,1
422 PE que requieren PP-27 - 2023 - CUCEI,27,2023,CUCEI,Licenciatura en Ciencia de Materiales,1
422 PE que requieren PP-28 - 2023 - CUCEI,28,2023,CUCEI,Licenciatura en Física,1
422 PE que requieren PP-29 - 2023 - CUCEI,29,2023,CUCEI,Licenciatura en Matemáticas,1
422 PE que requieren PP-30 - 2023 - CUCEI,30,2023,CUCEI,Licenciatura en Química,1
422 PE que requieren PP-31 - 2023 - CUCEI,31,2023,CUCEI,Licenciado en Químico Farmacéutico Biólogo,1
422 PE que requieren PP-32 - 2023 - CUCEI,32,2023,CUCEI,Técnico Superior Universitario en Informática,1
422 PE que requieren PP-33 - 2023 - CUCEI,33,2023,CUCEI,Técnico Superior Universitario en Redes de Cómputo,1
422 PE que requieren PP-34 - 2023 - CUCEI,34,2023,CUCEI,Técnico Superior Universitario en Sistemas de Calidad,1
422 PE que requieren PP-35 - 2023 - CUCEI,35,2023,CUCEI,Técnico Superior Universitario en Herramentales,1
422 PE que requieren PP-36 - 2023 - CUCEI,36,2023,CUCEI,Técnico Superior Universitario en Inyección de Plásticos,1
422 PE que requieren PP-37 - 2023 - CUCEI,37,2023,CUCEI,Técnico Superior Universitario en Electrónica,1
422 PE que requieren PP-38 - 2023 - CUCEI,38,2023,CUCEI,Técnico Superior Universitario en Meteorología,1
422 PE que requieren PP-39 - 2023 - CUCEI,39,2023,CUCEI,Técnico Superior Universitario en Electrónica y Pruebas,1
422 PE que requieren PP-40 - 2023 - CUCEI,40,2023,CUCEI,Técnico Superior Universitario en Sistemas Informáticos,1
422 PE que requieren PP-41 - 2023 - CUCEI,41,2023,CUCEI,Técnico Superior Universitario en Control de Calidad,1
422 PE que requieren PP-42 - 2023 - CUCEI,42,2023,CUCEI,Técnico Superior Universitario en Mantenimiento Industrial,1
422 PE que requieren PP-43 - 2023 - CUCEI,43,2023,CUCEI,Técnico Superior Universitario en Procesos de Manufactura,1
422 PE que requieren PP-44 - 2023 - CUCSH,44,2023,CUCSH,Abogado,1
422 PE que requieren PP-45 - 2023 - CUCSH,45,2023,CUCSH,Abogado (semiescolarizado),1
422 PE que requieren PP-46 - 2023 - CUCSH,46,2023,CUCSH,Licenciatura en Antropología,1
422 PE que requieren PP-47 - 2023 - CUCSH,47,2023,CUCSH,Licenciatura en Comunicación Pública,1
422 PE que requieren PP-48 - 2023 - CUCSH,48,2023,CUCSH,Licenciatura en Criminología,1
422 PE que requieren PP-49 - 2023 - CUCSH,49,2023,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera,1
422 PE que requieren PP-50 - 2023 - CUCSH,50,2023,CUCSH,Licenciatura en Docencia del Inglés como Lengua Extranjera (modalidad abierta y a distancia),1
422 PE que requieren PP-51 - 2023 - CUCSH,51,2023,CUCSH,Licenciatura en Escritura Creativa,1
422 PE que requieren PP-52 - 2023 - CUCSH,52,2023,CUCSH,Licenciatura en Estudios Políticos y de Gobierno,1
422 PE que requieren PP-53 - 2023 - CUCSH,53,2023,CUCSH,Licenciatura en Filosofía,1
422 PE que requieren PP-54 - 2023 - CUCSH,54,2023,CUCSH,Licenciatura en Geografía,1
422 PE que requieren PP-55 - 2023 - CUCSH,55,2023,CUCSH,Licenciatura en Historia,1
422 PE que requieren PP-56 - 2023 - CUCSH,56,2023,CUCSH,Licenciatura en Letras Hispánicas,1
422 PE que requieren PP-57 - 2023 - CUCSH,57,2023,CUCSH,Licenciatura en Relaciones Internacionales,1
422 PE que requieren PP-58 - 2023 - CUCSH,58,2023,CUCSH,Licenciatura en Sociología,1
422 PE que requieren PP-59 - 2023 - CUCSH,59,2023,CUCSH,Licenciatura en Trabajo Social,1
422 PE que requieren PP-60 - 2023 - CUCSH,60,2023,CUCSH,Programa de Nivelación de la Licenciatura en Trabajo Social (abierto y modular),1
422 PE que requieren PP-61 - 2023 - CUCS,61,2023,CUCS,Licenciatura en Ciencias Forenses,1
422 PE que requieren PP-62 - 2023 - CUCS,62,2023,CUCS,Licenciatura en Cirujano Dentista,1
422 PE que requieren PP-63 - 2023 - CUCS,63,2023,CUCS,Licenciatura en Cultura Física y Deportes,1
422 PE que requieren PP-64 - 2023 - CUCS,64,2023,CUCS,Licenciatura en Enfermería,1
422 PE que requieren PP-65 - 2023 - CUCS,65,2023,CUCS,Licenciatura en Enfermería (modalidad a distancia),1
422 PE que requieren PP-66 - 2023 - CUCS,66,2023,CUCS,Licenciatura en Nutrición,1
422 PE que requieren PP-67 - 2023 - CUCS,67,2023,CUCS,Licenciatura en Podología,1
422 PE que requieren PP-68 - 2023 - CUCS,68,2023,CUCS,Licenciatura en Psicología,1
422 PE que requieren PP-69 - 2023 - CUCS,69,2023,CUCS,"Médico, Cirujano y Partero",1
422 PE que requieren PP-70 - 2023 - CUCS,70,2023,CUCS,Licenciatura en Terapia Física,1
422 PE que requieren PP-71 - 2023 - CUCS,71,2023,CUCS,Programa de Nivelación de la Licenciatura en Terapia Física,1
422 PE que requieren PP-72 - 2023 - CUCS,72,2023,CUCS,Programa de Nivelación de la Licenciatura en Enfermería (modalidad a distancia),1
422 PE que requieren PP-73 - 2023 - CUCS,73,2023,CUCS,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates",1
422 PE que requieren PP-74 - 2023 - CUCS,74,2023,CUCS,"Programa de Nivelación de la Carrera de Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates",1
422 PE que requieren PP-75 - 2023 - CUCS,75,2023,CUCS,Técnico Superior Universitario en Radiología e Imagen,1
422 PE que requieren PP-76 - 2023 - CUCS,76,2023,CUCS,Técnico Superior Universitario en Prótesis Dental,1
422 PE que requieren PP-77 - 2023 - CUCS,77,2023,CUCS,Técnico Superior Universitario en Terapia Física,1
422 PE que requieren PP-78 - 2023 - CUCS,78,2023,CUCS,Técnico Superior Universitario en Terapia Respiratoria,1
422 PE que requieren PP-79 - 2023 - CUAAD,79,2023,CUAAD,Licenciatura en Arquitectura,1
422 PE que requieren PP-80 - 2023 - CUAAD,80,2023,CUAAD,Licenciatura en Diseño de Interiores y Ambientación,1
422 PE que requieren PP-81 - 2023 - CUAAD,81,2023,CUAAD,Licenciatura en Diseño de Modas,1
422 PE que requieren PP-82 - 2023 - CUAAD,82,2023,CUAAD,Licenciatura en Diseño Industrial,1
422 PE que requieren PP-83 - 2023 - CUAAD,83,2023,CUAAD,Licenciatura en Urbanística y Medio Ambiente,1
422 PE que requieren PP-84 - 2023 - CUAAD,84,2023,CUAAD,"Licenciatura en Diseño, Arte y Tecnologías Interactivas",1
422 PE que requieren PP-85 - 2023 - CUAAD,85,2023,CUAAD,Licenciatura en Diseño para la Comunicación Gráfica,1
422 PE que requieren PP-86 - 2023 - CUAAD,86,2023,CUAAD,"Programa de Nivelación en la Licenciatura en Artes Visuales para la Expresión Plástica, Nivelación en la Licenciatura en Artes Visuales para la Expresión Fotográfica, Nivelación en la Licenciatura en Artes Escénicas para la Expresión Dancística y Nivelación en la Licenciatura en Artes Escénicas para la Expresión Teatral en la Modalidad  Abierta",1
422 PE que requieren PP-87 - 2023 - CUAAD,87,2023,CUAAD,Licenciatura en Artes Escénicas para la Expresión Dancística con salida a Técnico Superior Universitario en Artes Escénicas para la Expresión Dancística,1
422 PE que requieren PP-88 - 2023 - CUCBA,88,2023,CUCBA,Ingeniero Agrónomo,1
422 PE que requieren PP-89 - 2023 - CUCBA,89,2023,CUCBA,Licenciatura en Agronegocios,1
422 PE que requieren PP-90 - 2023 - CUCBA,90,2023,CUCBA,Licenciatura en Biología,1
422 PE que requieren PP-91 - 2023 - CUCBA,91,2023,CUCBA,Licenciatura en Ciencia de los Alimentos,1
422 PE que requieren PP-92 - 2023 - CUCBA,92,2023,CUCBA,"Licenciatura en Medicina, Veterinaria y Zootecnia",1
422 PE que requieren PP-93 - 2023 - CUALTOS,93,2023,CUALTOS,Abogado,1
422 PE que requieren PP-94 - 2023 - CUALTOS,94,2023,CUALTOS,Abogado (semiescolarizado),1
422 PE que requieren PP-95 - 2023 - CUALTOS,95,2023,CUALTOS,Ingeniería Agroindustrial,1
422 PE que requieren PP-96 - 2023 - CUALTOS,96,2023,CUALTOS,Ingeniería en Computación,1
422 PE que requieren PP-97 - 2023 - CUALTOS,97,2023,CUALTOS,Ingeniería en Sistemas Pecuarios,1
422 PE que requieren PP-98 - 2023 - CUALTOS,98,2023,CUALTOS,Licenciatura en Administración,1
422 PE que requieren PP-99 - 2023 - CUALTOS,99,2023,CUALTOS,Licenciatura en Cirujano Dentista,1
422 PE que requieren PP-100 - 2023 - CUALTOS,100,2023,CUALTOS,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-101 - 2023 - CUALTOS,101,2023,CUALTOS,Licenciatura en Enfermería,1
422 PE que requieren PP-102 - 2023 - CUALTOS,102,2023,CUALTOS,"Licenciatura en Medicina, Veterinaria y Zootecnia",1
422 PE que requieren PP-103 - 2023 - CUALTOS,103,2023,CUALTOS,Licenciatura en Negocios Internacionales,1
422 PE que requieren PP-104 - 2023 - CUALTOS,104,2023,CUALTOS,Licenciatura en Nutrición,1
422 PE que requieren PP-105 - 2023 - CUALTOS,105,2023,CUALTOS,Licenciatura en Psicología,1
422 PE que requieren PP-106 - 2023 - CUALTOS,106,2023,CUALTOS,Licenciatura en Químico Farmacéutico Biólogo,1
422 PE que requieren PP-107 - 2023 - CUALTOS,107,2023,CUALTOS,"Médico, Cirujano y Partero",1
422 PE que requieren PP-108 - 2023 - CUCIÉNEGA,108,2023,CUCIÉNEGA,Abogado,1
422 PE que requieren PP-109 - 2023 - CUCIÉNEGA,109,2023,CUCIÉNEGA,Ingeniería en Computación,1
422 PE que requieren PP-110 - 2023 - CUCIÉNEGA,110,2023,CUCIÉNEGA,Ingeniería Industrial,1
422 PE que requieren PP-111 - 2023 - CUCIÉNEGA,111,2023,CUCIÉNEGA,Ingeniería Informática,1
422 PE que requieren PP-112 - 2023 - CUCIÉNEGA,112,2023,CUCIÉNEGA,Ingeniería Mecatrónica,1
422 PE que requieren PP-113 - 2023 - CUCIÉNEGA,113,2023,CUCIÉNEGA,Ingeniería Química,1
422 PE que requieren PP-114 - 2023 - CUCIÉNEGA,114,2023,CUCIÉNEGA,Licenciatura en Administración,1
422 PE que requieren PP-115 - 2023 - CUCIÉNEGA,115,2023,CUCIÉNEGA,Licenciatura en Agronegocios,1
422 PE que requieren PP-116 - 2023 - CUCIÉNEGA,116,2023,CUCIÉNEGA,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-117 - 2023 - CUCIÉNEGA,117,2023,CUCIÉNEGA,Licenciatura en Desarrollo Turístico Sustentable,1
422 PE que requieren PP-118 - 2023 - CUCIÉNEGA,118,2023,CUCIÉNEGA,Licenciatura en Enfermería,1
422 PE que requieren PP-119 - 2023 - CUCIÉNEGA,119,2023,CUCIÉNEGA,Licenciatura en Mercadotecnia,1
422 PE que requieren PP-120 - 2023 - CUCIÉNEGA,120,2023,CUCIÉNEGA,Licenciatura en Negocios Internacionales,1
422 PE que requieren PP-121 - 2023 - CUCIÉNEGA,121,2023,CUCIÉNEGA,Licenciatura en Periodismo,1
422 PE que requieren PP-122 - 2023 - CUCIÉNEGA,122,2023,CUCIÉNEGA,Licenciatura en Psicología,1
422 PE que requieren PP-123 - 2023 - CUCIÉNEGA,123,2023,CUCIÉNEGA,Licenciado en Químico Farmacéutico Biólogo,1
422 PE que requieren PP-124 - 2023 - CUCIÉNEGA,124,2023,CUCIÉNEGA,Licenciatura en Recursos Humanos,1
422 PE que requieren PP-125 - 2023 - CUCIÉNEGA,125,2023,CUCIÉNEGA,Médico Cirujano y Partero,1
422 PE que requieren PP-126 - 2023 - CUCIÉNEGA,126,2023,CUCIÉNEGA,Técnico Superior Universitario en Administración de Redes de Cómputo,1
422 PE que requieren PP-127 - 2023 - CUCIÉNEGA,127,2023,CUCIÉNEGA,Técnico Superior Universitario en Sistemas de Información,1
422 PE que requieren PP-128 - 2023 - CUSUR,128,2023,CUSUR,Abogado,1
422 PE que requieren PP-129 - 2023 - CUSUR,129,2023,CUSUR,Ingeniería en Telemática,1
422 PE que requieren PP-130 - 2023 - CUSUR,130,2023,CUSUR,Licenciatura en Agronegocios,1
422 PE que requieren PP-131 - 2023 - CUSUR,131,2023,CUSUR,Licenciatura en Cirujano Dentista,1
422 PE que requieren PP-132 - 2023 - CUSUR,132,2023,CUSUR,Licenciatura en Cultura Física y Deportes,1
422 PE que requieren PP-133 - 2023 - CUSUR,133,2023,CUSUR,Licenciatura en Desarrollo Turístico Sustentable,1
422 PE que requieren PP-134 - 2023 - CUSUR,134,2023,CUSUR,Licenciatura en Enfermería,1
422 PE que requieren PP-135 - 2023 - CUSUR,135,2023,CUSUR,Licenciatura en Letras Hispánicas,1
422 PE que requieren PP-136 - 2023 - CUSUR,136,2023,CUSUR,"Licenciatura en Medicina, Veterinaria y Zootecnia",1
422 PE que requieren PP-137 - 2023 - CUSUR,137,2023,CUSUR,Licenciatura en Negocios Internacionales,1
422 PE que requieren PP-138 - 2023 - CUSUR,138,2023,CUSUR,Licenciatura en Nutrición,1
422 PE que requieren PP-139 - 2023 - CUSUR,139,2023,CUSUR,Licenciatura en Periodismo,1
422 PE que requieren PP-140 - 2023 - CUSUR,140,2023,CUSUR,Licenciatura en Psicología,1
422 PE que requieren PP-141 - 2023 - CUSUR,141,2023,CUSUR,"Licenciatura en Seguridad Laboral, Protección Civil y Emergencias",1
422 PE que requieren PP-142 - 2023 - CUSUR,142,2023,CUSUR,Licenciatura en Trabajo Social,1
422 PE que requieren PP-143 - 2023 - CUSUR,143,2023,CUSUR,"Médico, Cirujano y Partero",1
422 PE que requieren PP-144 - 2023 - CUSUR,144,2023,CUSUR,"Técnico Superior Universitario en Emergencias, Seguridad Laboral y Rescates",1
422 PE que requieren PP-145 - 2023 - CUSUR,145,2023,CUSUR,Técnico Superior Universitario en Administración de Redes de Cómputo,1
422 PE que requieren PP-146 - 2023 - CUSUR,146,2023,CUSUR,Técnico Superior Universitario en Turismo Alternativo,1
422 PE que requieren PP-147 - 2023 - CUCOSTA,147,2023,CUCOSTA,Abogado,1
422 PE que requieren PP-148 - 2023 - CUCOSTA,148,2023,CUCOSTA,Ingeniería Civil,1
422 PE que requieren PP-149 - 2023 - CUCOSTA,149,2023,CUCOSTA,Ingeniería en Computación,1
422 PE que requieren PP-150 - 2023 - CUCOSTA,150,2023,CUCOSTA,Licenciatura en Ingeniería en Comunicación Multimedia,1
422 PE que requieren PP-151 - 2023 - CUCOSTA,151,2023,CUCOSTA,Licenciatura en Ingeniería en Obras y Servicios,1
422 PE que requieren PP-152 - 2023 - CUCOSTA,152,2023,CUCOSTA,Ingeniería en Telemática,1
422 PE que requieren PP-153 - 2023 - CUCOSTA,153,2023,CUCOSTA,Licenciatura en Administración,1
422 PE que requieren PP-154 - 2023 - CUCOSTA,154,2023,CUCOSTA,Licenciatura en Arquitectura,1
422 PE que requieren PP-155 - 2023 - CUCOSTA,155,2023,CUCOSTA,Licenciatura en Biología,1
422 PE que requieren PP-156 - 2023 - CUCOSTA,156,2023,CUCOSTA,Licenciatura en Ciencias y Artes Culinarias,1
422 PE que requieren PP-157 - 2023 - CUCOSTA,157,2023,CUCOSTA,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-158 - 2023 - CUCOSTA,158,2023,CUCOSTA,Licenciatura en Cultura Física y Deportes,1
422 PE que requieren PP-159 - 2023 - CUCOSTA,159,2023,CUCOSTA,Licenciatura en Diseño para la Comunicación Gráfica,1
422 PE que requieren PP-160 - 2023 - CUCOSTA,160,2023,CUCOSTA,Licenciatura en Enfermería,1
422 PE que requieren PP-161 - 2023 - CUCOSTA,161,2023,CUCOSTA,Licenciatura en Nutrición,1
422 PE que requieren PP-162 - 2023 - CUCOSTA,162,2023,CUCOSTA,Licenciatura en Psicología,1
422 PE que requieren PP-163 - 2023 - CUCOSTA,163,2023,CUCOSTA,Licenciatura en Turismo,1
422 PE que requieren PP-164 - 2023 - CUCOSTA,164,2023,CUCOSTA,"Médico, Cirujano y Partero",1
422 PE que requieren PP-165 - 2023 - CUCOSTA,165,2023,CUCOSTA,Ingeniería en Videojuegos,1
422 PE que requieren PP-166 - 2023 - CUCOSTA,166,2023,CUCOSTA,Técnico Superior Universitario en Multimedia,1
422 PE que requieren PP-167 - 2023 - CUCOSTA,167,2023,CUCOSTA,Técnico Superior Universitario en Hotelería,1
422 PE que requieren PP-168 - 2023 - CUCOSTA,168,2023,CUCOSTA,Técnico Superior Universitario en Diseño Gráfico,1
422 PE que requieren PP-169 - 2023 - CUCOSTASUR,169,2023,CUCOSTASUR,Abogado,1
422 PE que requieren PP-170 - 2023 - CUCOSTASUR,170,2023,CUCOSTASUR,Ingeniería de Procesos y Comercio Internacional,1
422 PE que requieren PP-171 - 2023 - CUCOSTASUR,171,2023,CUCOSTASUR,Licenciatura en Ingeniería en Obras y Servicios,1
422 PE que requieren PP-172 - 2023 - CUCOSTASUR,172,2023,CUCOSTASUR,Licenciatura en Ingeniería en Recursos Naturales y Agropecuarios,1
422 PE que requieren PP-173 - 2023 - CUCOSTASUR,173,2023,CUCOSTASUR,Ingeniería Mecatrónica,1
422 PE que requieren PP-174 - 2023 - CUCOSTASUR,174,2023,CUCOSTASUR,Ingeniero Agrónomo,1
422 PE que requieren PP-175 - 2023 - CUCOSTASUR,175,2023,CUCOSTASUR,Licenciatura en Administración,1
422 PE que requieren PP-176 - 2023 - CUCOSTASUR,176,2023,CUCOSTASUR,Licenciatura en Administración Financiera y Sistemas,1
422 PE que requieren PP-177 - 2023 - CUCOSTASUR,177,2023,CUCOSTASUR,Licenciatura en Biología Marina,1
422 PE que requieren PP-178 - 2023 - CUCOSTASUR,178,2023,CUCOSTASUR,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-179 - 2023 - CUCOSTASUR,179,2023,CUCOSTASUR,Licenciatura en Enfermería,1
422 PE que requieren PP-180 - 2023 - CUCOSTASUR,180,2023,CUCOSTASUR,Licenciatura en Nutrición,1
422 PE que requieren PP-181 - 2023 - CUCOSTASUR,181,2023,CUCOSTASUR,Licenciatura en Turismo,1
422 PE que requieren PP-182 - 2023 - CUCOSTASUR,182,2023,CUCOSTASUR,Licenciatura en Artes,1
422 PE que requieren PP-183 - 2023 - CUCOSTASUR,183,2023,CUCOSTASUR,Técnico Superior Universitario en Electrónica y Mecánica Automotriz,1
422 PE que requieren PP-184 - 2023 - CUCOSTASUR,184,2023,CUCOSTASUR,Técnico Superior Universitario en Teleinformática,1
422 PE que requieren PP-185 - 2023 - CUVALLES,185,2023,CUVALLES,Abogado,1
422 PE que requieren PP-186 - 2023 - CUVALLES,186,2023,CUVALLES,Ingeniería en Electrónica y Computación,1
422 PE que requieren PP-187 - 2023 - CUVALLES,187,2023,CUVALLES,Ingeniería en Instrumentación Electrónica y Nanosensores,1
422 PE que requieren PP-188 - 2023 - CUVALLES,188,2023,CUVALLES,Ingeniería Mecatrónica,1
422 PE que requieren PP-189 - 2023 - CUVALLES,189,2023,CUVALLES,Licenciatura en Administración,1
422 PE que requieren PP-190 - 2023 - CUVALLES,190,2023,CUVALLES,Licenciatura en Agronegocios,1
422 PE que requieren PP-191 - 2023 - CUVALLES,191,2023,CUVALLES,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-192 - 2023 - CUVALLES,192,2023,CUVALLES,Licenciatura en Educación,1
422 PE que requieren PP-193 - 2023 - CUVALLES,193,2023,CUVALLES,Licenciatura en Enfermería,1
422 PE que requieren PP-194 - 2023 - CUVALLES,194,2023,CUVALLES,Licenciatura en Gerontología,1
422 PE que requieren PP-195 - 2023 - CUVALLES,195,2023,CUVALLES,Licenciatura en Nutrición,1
422 PE que requieren PP-196 - 2023 - CUVALLES,196,2023,CUVALLES,Licenciatura en Psicología,1
422 PE que requieren PP-197 - 2023 - CUVALLES,197,2023,CUVALLES,Licenciatura en Químico Farmacéutico Biólogo,1
422 PE que requieren PP-198 - 2023 - CUVALLES,198,2023,CUVALLES,Licenciatura en Tecnologías de la Información,1
422 PE que requieren PP-199 - 2023 - CUVALLES,199,2023,CUVALLES,Licenciatura en Trabajo Social,1
422 PE que requieren PP-200 - 2023 - CUVALLES,200,2023,CUVALLES,Licenciatura en Turismo,1
422 PE que requieren PP-201 - 2023 - CUVALLES,201,2023,CUVALLES,Médico Cirujano y Partero,1
422 PE que requieren PP-202 - 2023 - CUVALLES,202,2023,CUVALLES,Programa de Nivelación de la Licenciatura en Trabajo Social (abierto y modular),1
422 PE que requieren PP-203 - 2023 - CUNORTE,203,2023,CUNORTE,Abogado,1
422 PE que requieren PP-204 - 2023 - CUNORTE,204,2023,CUNORTE,Ingeniería en Electrónica y Computación,1
422 PE que requieren PP-205 - 2023 - CUNORTE,205,2023,CUNORTE,Ingeniería en Telemática,1
422 PE que requieren PP-206 - 2023 - CUNORTE,206,2023,CUNORTE,Ingeniería Mecánica Eléctrica,1
422 PE que requieren PP-207 - 2023 - CUNORTE,207,2023,CUNORTE,Licenciatura en Administración,1
422 PE que requieren PP-208 - 2023 - CUNORTE,208,2023,CUNORTE,Licenciatura en Agronegocios,1
422 PE que requieren PP-209 - 2023 - CUNORTE,209,2023,CUNORTE,Licenciatura en Antropología,1
422 PE que requieren PP-210 - 2023 - CUNORTE,210,2023,CUNORTE,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-211 - 2023 - CUNORTE,211,2023,CUNORTE,Licenciatura en Educación,1
422 PE que requieren PP-212 - 2023 - CUNORTE,212,2023,CUNORTE,Licenciatura en Enfermería,1
422 PE que requieren PP-213 - 2023 - CUNORTE,213,2023,CUNORTE,Licenciatura en Nutrición,1
422 PE que requieren PP-214 - 2023 - CUNORTE,214,2023,CUNORTE,Licenciatura en Psicología,1
422 PE que requieren PP-215 - 2023 - CUNORTE,215,2023,CUNORTE,Licenciatura en Turismo,1
422 PE que requieren PP-216 - 2023 - CUNORTE,216,2023,CUNORTE,Licenciatura en Educación Indígena,1
422 PE que requieren PP-217 - 2023 - CUNORTE,217,2023,CUNORTE,Técnico Superior Universitario en Informática,1
422 PE que requieren PP-218 - 2023 - CULAGOS,218,2023,CULAGOS,Abogado,1
422 PE que requieren PP-219 - 2023 - CULAGOS,219,2023,CULAGOS,Abogado (semiescolarizado),1
422 PE que requieren PP-220 - 2023 - CULAGOS,220,2023,CULAGOS,Ingeniería Bioquímica,1
422 PE que requieren PP-221 - 2023 - CULAGOS,221,2023,CULAGOS,Ingeniería en Electrónica y Computación,1
422 PE que requieren PP-222 - 2023 - CULAGOS,222,2023,CULAGOS,Ingeniería Industrial,1
422 PE que requieren PP-223 - 2023 - CULAGOS,223,2023,CULAGOS,Ingeniería Mecánica Eléctrica,1
422 PE que requieren PP-224 - 2023 - CULAGOS,224,2023,CULAGOS,Ingeniería Mecatrónica,1
422 PE que requieren PP-225 - 2023 - CULAGOS,225,2023,CULAGOS,Licenciatura en Administración,1
422 PE que requieren PP-226 - 2023 - CULAGOS,226,2023,CULAGOS,Licenciatura en Contaduría Pública,1
422 PE que requieren PP-227 - 2023 - CULAGOS,227,2023,CULAGOS,Licenciatura en Educación,1
422 PE que requieren PP-228 - 2023 - CULAGOS,228,2023,CULAGOS,Licenciatura en Humanidades,1
422 PE que requieren PP-229 - 2023 - CULAGOS,229,2023,CULAGOS,"Licenciatura en Lenguas y Culturas Extranjeras con orientaciones en inglés y francés, o inglés y alemán, o inglés y japonés",1
422 PE que requieren PP-230 - 2023 - CULAGOS,230,2023,CULAGOS,Licenciatura en Periodismo,1
422 PE que requieren PP-231 - 2023 - CULAGOS,231,2023,CULAGOS,Licenciatura en Psicología,1
422 PE que requieren PP-232 - 2023 - CULAGOS,232,2023,CULAGOS,Licenciatura en Tecnologías de la Información,1
422 PE que requieren PP-233 - 2023 - CULAGOS,233,2023,CULAGOS,Ingeniería en Videojuegos,1
422 PE que requieren PP-234 - 2023 - CULAGOS,234,2023,CULAGOS,Técnico Superior Universitario en Servicios Turísticos,1
422 PE que requieren PP-235 - 2023 - CUTONALÁ,235,2023,CUTONALÁ,Abogado,1
422 PE que requieren PP-236 - 2023 - CUTONALÁ,236,2023,CUTONALÁ,Ingeniería en Ciencias Computacionales,1
422 PE que requieren PP-237 - 2023 - CUTONALÁ,237,2023,CUTONALÁ,Ingeniería en Energía,1
422 PE que requieren PP-238 - 2023 - CUTONALÁ,238,2023,CUTONALÁ,Ingeniería en Nanotecnología,1
422 PE que requieren PP-239 - 2023 - CUTONALÁ,239,2023,CUTONALÁ,Licenciatura en Administración de Negocios,1
422 PE que requieren PP-240 - 2023 - CUTONALÁ,240,2023,CUTONALÁ,Licenciatura en Arquitectura,1
422 PE que requieren PP-241 - 2023 - CUTONALÁ,241,2023,CUTONALÁ,Licenciatura en Ciencias Forenses,1
422 PE que requieren PP-242 - 2023 - CUTONALÁ,242,2023,CUTONALÁ,Licenciatura en Contaduría Pública,1
